Date,Non-mortgage loans,Chartered banks 1,Personal loans 1 2,Of which: Auto loans 1 2,Credit cards 1 2,Lines of credit 1 2 4,"Lines of credit, of which: excluding home equity lines of credit 1 2",Other personal loans 1 2,Unincorporated business 1 2,Non-banks 1,Government 1 5,Non-bank financial corporations 1 5,Credit unions and caisse populaires 1 5,Trust companies and mortgage loan companies 1 5,Financial vehicle corporations engaged in securitization 1 6,Other financial corporations n.e.i. 1 7,Other lenders n.e.i. 1 8,Mortgage loans,Residential mortgages 9,Chartered banks 9 10,Non-banks 9 10,Government 9 10,Non-bank financial corporations 9 10 11,Of which: financial vehicle corporations engaged in securitization 6 9 10,Of which: off balance-sheet NHA-MBS 9 10 12,Other lenders n.e.i. 8 9 10,Non-residential mortgages 9,Chartered banks 9 13,Non-banks 9 13,Government 9 13,Non-bank financial corporations 9 13,Of which: financial vehicle corporations engaged in securitization 6 9 13,Other lenders n.e.i. 8 9 13,Total credit liabilities of households,Of which: real estate secured lending 14,Residential mortgages 14,Chartered banks 10 14,Non-banks 10 14,Non-residential mortgages 14,Chartered banks 13 14,Non-banks 13 14,Home equity lines of credit 14,Chartered banks 14,Non-banks 14 15
3/1/1999,"207,555","116,658","36,977",0,"10,492","26,231","5,849","25,055","17,903","90,897",68,"88,379","24,706","15,919","18,514","29,240","2,450","385,870","383,238","224,435","158,803",204,"154,141","36,831","19,815","4,458","2,632",562,"2,070",101,"1,799",39,170,"593,425","406,252","383,238","224,435","158,803","2,632",562,"2,070","20,382","20,382",0
4/1/1999,"208,251","116,764","37,124",0,"10,466","26,335","5,916","25,044","17,795","91,487",68,"88,965","24,618","16,007","18,777","29,563","2,454","387,776","385,146","225,678","159,468",205,"154,794","37,277","20,379","4,469","2,630",563,"2,067",104,"1,793",46,170,"596,027","408,195","385,146","225,678","159,468","2,630",563,"2,067","20,419","20,419",0
5/1/1999,"209,532","117,745","37,397",0,"10,771","26,760","6,055","24,997","17,820","91,787",69,"89,261","24,738","15,911","18,715","29,897","2,457","390,146","387,523","226,917","160,606",207,"155,918","37,878","20,962","4,481","2,623",561,"2,062",104,"1,787",56,171,"599,678","410,851","387,523","226,917","160,606","2,623",561,"2,062","20,705","20,705",0
6/1/1999,"211,616","119,309","37,564",0,"11,528","27,088","6,173","25,199","17,930","92,307",69,"89,777","24,778","16,126","18,653","30,220","2,461","393,005","390,390","227,828","162,562",209,"157,861","39,064","21,526","4,492","2,615",550,"2,065",103,"1,791",69,171,"604,621","413,919","390,390","227,828","162,562","2,615",550,"2,065","20,914","20,914",0
7/1/1999,"212,351","119,175","37,486",0,"11,476","27,428","6,209","25,096","17,689","93,176",68,"90,648","24,820","16,276","18,802","30,750","2,460","395,098","392,474","229,991","162,483",211,"157,766","39,842","22,093","4,506","2,624",549,"2,075",103,"1,801",76,171,"607,449","416,317","392,474","229,991","162,483","2,624",549,"2,075","21,219","21,219",0
8/1/1999,"213,115","119,216","37,460",0,"11,644","27,778","6,246","24,862","17,472","93,899",68,"91,371","25,013","16,425","18,653","31,280","2,460","395,856","393,226","230,733","162,493",213,"157,760","40,469","22,660","4,520","2,630",548,"2,082",105,"1,805",78,172,"608,971","417,389","393,226","230,733","162,493","2,630",548,"2,082","21,533","21,533",0
9/1/1999,"216,535","120,047","36,837",0,"12,323","28,210","6,299","25,310","17,367","96,488",67,"93,962","25,111","16,615","20,443","31,793","2,459","396,476","393,832","231,279","162,553",215,"157,805","41,463","23,208","4,533","2,644",553,"2,091",106,"1,813",80,172,"613,011","418,386","393,832","231,279","162,553","2,644",553,"2,091","21,910","21,910",0
10/1/1999,"218,174","119,868","36,574",0,"12,348","28,051","6,361","25,736","17,159","98,306",68,"95,790","25,266","16,784","21,526","32,214","2,448","395,986","393,314","229,080","164,234",216,"159,459","43,693","24,191","4,559","2,672",561,"2,111",108,"1,830",83,173,"614,160","417,676","393,314","229,080","164,234","2,672",561,"2,111","21,690","21,690",0
11/1/1999,"220,648","120,868","36,821",0,"12,413","28,540","6,570","25,975","17,119","99,780",68,"97,276","25,372","17,027","22,257","32,620","2,436","397,552","394,866","228,687","166,179",219,"161,377","46,219","25,143","4,583","2,686",560,"2,126",109,"1,844",85,173,"618,200","419,522","394,866","228,687","166,179","2,686",560,"2,126","21,970","21,970",0
12/1/1999,"223,691","122,474","36,829",0,"13,417","29,196","6,820","25,869","17,163","101,217",69,"98,723","25,165","17,277","23,240","33,041","2,425","399,623","396,948","230,055","166,893",220,"162,064","46,230","26,126","4,609","2,675",566,"2,109",109,"1,826",89,174,"623,314","421,999","396,948","230,055","166,893","2,675",566,"2,109","22,376","22,376",0
1/1/2000,"217,929","121,936","36,479",0,"13,608","29,458","6,670","25,950","16,441","95,993",68,"93,503","25,138","11,195","23,418","33,752","2,422","396,230","393,519","230,872","162,647",231,"157,570","46,767","26,132","4,846","2,711",583,"2,128",110,"1,836",90,182,"614,159","419,018","393,519","230,872","162,647","2,711",583,"2,128","22,788","22,788",0
2/1/2000,"232,812","136,410","39,397",0,"14,725","37,628","8,246","27,014","17,646","96,402",67,"93,917","25,909","4,927","28,665","34,416","2,418","405,551","402,751","243,083","159,668",217,"154,382","48,372","26,137","5,069","2,800",655,"2,145",110,"1,845",89,190,"638,363","434,933","402,751","243,083","159,668","2,800",655,"2,145","29,382","29,382",0
3/1/2000,"229,428","134,166","40,506",0,"15,038","34,840","7,376","27,184","16,598","95,262",66,"92,781","26,006",685,"30,963","35,127","2,415","404,463","401,615","244,981","156,634",226,"151,102","49,856","26,143","5,306","2,848",686,"2,162",112,"1,852",87,198,"633,891","431,927","401,615","244,981","156,634","2,848",686,"2,162","27,464","27,464",0
4/1/2000,"229,609","133,065","40,604",0,"15,993","33,269","7,070","26,650","16,549","96,544",65,"94,070","26,076",585,"32,365","35,044","2,409","406,595","403,745","247,468","156,277",233,"150,809","49,471","26,112","5,235","2,850",686,"2,164",115,"1,853",90,196,"636,204","432,794","403,745","247,468","156,277","2,850",686,"2,164","26,199","26,199",0
5/1/2000,"231,601","134,700","40,221",0,"16,749","33,875","7,227","27,015","16,840","96,901",65,"94,432","26,241",581,"32,652","34,958","2,404","407,179","404,323","249,341","154,982",238,"149,583","48,080","26,081","5,161","2,856",688,"2,168",118,"1,855",96,195,"638,780","433,828","404,323","249,341","154,982","2,856",688,"2,168","26,649","26,649",0
6/1/2000,"233,331","136,069","40,114",0,"17,456","34,492","7,386","26,908","17,099","97,262",64,"94,800","26,193",578,"33,154","34,875","2,398","408,970","406,085","251,751","154,334",244,"149,000","46,972","26,050","5,090","2,885",689,"2,196",121,"1,882",103,193,"642,301","436,076","406,085","251,751","154,334","2,885",689,"2,196","27,106","27,106",0
7/1/2000,"235,742","137,401","40,516",0,"17,654","35,552","7,886","26,727","16,952","98,341",63,"95,887","26,374",550,"33,476","35,487","2,391","410,019","407,124","250,416","156,708",245,"151,328","49,485","28,178","5,135","2,895",692,"2,203",122,"1,887",105,194,"645,761","437,685","407,124","250,416","156,708","2,895",692,"2,203","27,666","27,666",0
8/1/2000,"238,435","139,370","40,851",0,"18,066","36,630","8,401","26,943","16,880","99,065",63,"96,618","26,655",567,"33,297","36,099","2,384","411,113","408,213","248,652","159,561",246,"154,134","52,136","30,306","5,181","2,900",693,"2,207",123,"1,889",105,195,"649,548","439,342","408,213","248,652","159,561","2,900",693,"2,207","28,229","28,229",0
9/1/2000,"242,030","142,478","41,005",0,"19,360","37,885","8,969","27,289","16,939","99,552",62,"97,113","26,722",581,"33,119","36,691","2,377","413,062","410,156","249,725","160,431",247,"154,959","52,878","32,366","5,225","2,906",695,"2,211",123,"1,892",105,196,"655,092","441,978","410,156","249,725","160,431","2,906",695,"2,211","28,916","28,916",0
10/1/2000,"244,113","143,855","40,965",0,"19,553","38,833","9,253","27,496","17,008","100,258",582,"97,304","26,934",602,"33,321","36,447","2,372","414,379","411,455","250,137","161,318",247,"155,860","53,452","32,245","5,211","2,924",696,"2,228",123,"1,909",109,196,"658,492","443,959","411,455","250,137","161,318","2,924",696,"2,228","29,580","29,580",0
11/1/2000,"245,504","144,051","41,105",0,"19,497","39,656","9,510","26,856","16,937","101,453","1,085","98,001","27,017",619,"34,155","36,210","2,367","415,618","412,681","251,707","160,974",246,"155,531","52,785","32,128","5,197","2,937",702,"2,235",122,"1,918",115,195,"661,122","445,764","412,681","251,707","160,974","2,937",702,"2,235","30,146","30,146",0
12/1/2000,"247,299","144,988","40,824",0,"20,070","40,505","9,776","26,637","16,952","102,311","1,605","98,344","27,133",631,"34,614","35,966","2,362","415,728","412,781","253,232","159,549",246,"154,120","51,323","32,007","5,183","2,947",693,"2,254",122,"1,937",123,195,"663,027","446,457","412,781","253,232","159,549","2,947",693,"2,254","30,729","30,729",0
1/1/2001,"247,567","144,360","40,338",0,"19,953","41,062","9,728","26,184","16,823","103,207","1,737","99,108","27,174",659,"35,433","35,842","2,362","415,968","412,993","253,555","159,438",246,"153,632","50,780","32,102","5,560","2,975",684,"2,291",122,"1,964",128,205,"663,535","447,329","412,993","253,555","159,438","2,975",684,"2,291","31,361","31,334",27
2/1/2001,"246,920","143,206","39,434",0,"19,262","41,119","9,557","26,759","16,632","103,714","1,857","99,495","27,777",718,"35,270","35,730","2,362","416,538","413,528","254,198","159,330",247,"153,183","50,245","32,188","5,900","3,010",685,"2,325",122,"1,988",130,215,"663,458","448,153","413,528","254,198","159,330","3,010",685,"2,325","31,615","31,562",53
3/1/2001,"247,771","144,017","40,106",0,"19,227","42,218","9,621","25,797","16,669","103,754","1,989","99,403","27,926",763,"35,108","35,606","2,362","417,665","414,618","254,977","159,641",247,"153,117","50,037","32,283","6,277","3,047",683,"2,364",123,"2,016",127,225,"665,436","450,343","414,618","254,977","159,641","3,047",683,"2,364","32,678","32,598",80
4/1/2001,"248,485","143,748","39,886",0,"19,691","42,489","9,649","25,075","16,607","104,737","2,101","100,297","27,715",691,"35,933","35,958","2,339","418,716","415,700","256,455","159,245",238,"152,672","50,105","32,648","6,335","3,016",681,"2,335",119,"1,989",82,227,"667,201","451,675","415,700","256,455","159,245","3,016",681,"2,335","32,959","32,841",118
5/1/2001,"249,812","143,842","39,825",0,"20,313","42,132","9,534","24,986","16,586","105,970","2,218","101,438","27,707",623,"36,785","36,323","2,314","421,241","418,185","259,430","158,755",229,"152,130","49,731","33,026","6,396","3,056",672,"2,384",114,"2,042",114,228,"671,053","453,958","418,185","259,430","158,755","3,056",672,"2,384","32,717","32,598",119
6/1/2001,"252,182","145,085","39,803",0,"21,159","42,483","9,580","24,942","16,698","107,097","2,330","102,476","27,640",550,"37,611","36,675","2,291","424,583","421,475","262,236","159,239",221,"152,564","50,310","33,391","6,454","3,108",670,"2,438",110,"2,098",148,230,"676,765","457,648","421,475","262,236","159,239","3,108",670,"2,438","33,065","32,903",162
7/1/2001,"253,590","145,604","39,947",0,"20,788","43,220","9,947","24,750","16,899","107,986","2,469","103,275","28,391",545,"37,378","36,961","2,242","427,766","424,656","265,218","159,438",219,"152,798","50,346","33,060","6,421","3,110",670,"2,440",109,"2,102",161,229,"681,356","461,234","424,656","265,218","159,438","3,110",670,"2,440","33,468","33,274",194
8/1/2001,"255,413","146,485","39,928",0,"21,719","43,637","10,243","24,059","17,142","108,928","2,608","104,127","29,193",542,"37,144","37,248","2,193","429,866","426,769","267,793","158,976",217,"152,372","49,442","32,729","6,387","3,097",665,"2,432",108,"2,096",162,228,"685,279","463,467","426,769","267,793","158,976","3,097",665,"2,432","33,601","33,395",206
9/1/2001,"258,030","148,148","39,993",0,"22,753","44,450","10,635","23,475","17,477","109,882","2,743","104,993","30,014",536,"36,918","37,525","2,146","432,280","429,197","270,897","158,300",215,"151,730","48,615","32,409","6,355","3,083",660,"2,423",107,"2,089",163,227,"690,310","466,337","429,197","270,897","158,300","3,083",660,"2,423","34,057","33,815",242
10/1/2001,"258,530","147,417","40,009",0,"22,679","44,886","10,911","22,632","17,211","111,113","2,903","105,994","30,600",466,"37,298","37,630","2,216","433,612","430,520","271,776","158,744",213,"152,279","48,968","32,515","6,252","3,092",668,"2,424",106,"2,093",168,225,"692,142","467,842","430,520","271,776","158,744","3,092",668,"2,424","34,230","33,976",254
11/1/2001,"259,502","147,620","39,681",0,"22,912","45,613","11,260","22,357","17,057","111,882","3,057","106,541","30,737",405,"37,666","37,733","2,284","436,582","433,491","273,852","159,639",211,"153,276","49,115","32,618","6,152","3,091",668,"2,423",105,"2,096",172,222,"696,084","471,217","433,491","273,852","159,639","3,091",668,"2,423","34,635","34,353",282
12/1/2001,"261,831","148,997","39,336",0,"23,831","46,515","11,657","22,278","17,037","112,834","3,217","107,263","31,031",348,"38,046","37,838","2,354","439,721","436,617","277,687","158,930",209,"152,672","47,869","32,724","6,049","3,104",679,"2,425",104,"2,101",177,220,"701,552","474,901","436,617","277,687","158,930","3,104",679,"2,425","35,180","34,859",321
1/1/2002,"261,372","149,153","38,815",0,"23,705","47,275","11,713","22,515","16,843","112,219","3,139","106,730","30,833",363,"37,211","38,323","2,350","440,529","437,425","279,620","157,805",207,"151,773","46,915","33,624","5,825","3,104",680,"2,424",103,"2,100",178,221,"701,901","476,429","437,425","279,620","157,805","3,104",680,"2,424","35,900","35,562",338
2/1/2002,"262,197","150,005","39,076",0,"23,132","49,154","12,038","21,919","16,724","112,192","3,069","106,777","31,226",336,"36,455","38,760","2,346","440,809","437,703","279,181","158,522",204,"152,696","47,780","34,436","5,622","3,106",679,"2,427",101,"2,103",177,223,"703,006","478,346","437,703","279,181","158,522","3,106",679,"2,427","37,537","37,116",421
3/1/2002,"264,610","152,908","39,768",0,"23,386","50,538","12,232","22,390","16,826","111,702","2,991","106,369","31,192",313,"35,619","39,245","2,342","444,459","441,355","281,279","160,076",201,"154,477","49,326","35,336","5,398","3,104",682,"2,422",100,"2,098",176,224,"709,069","483,242","441,355","281,279","160,076","3,104",682,"2,422","38,783","38,307",476
4/1/2002,"265,948","153,523","39,703",0,"24,053","50,757","12,293","22,225","16,785","112,425","3,103","106,969","31,300",331,"36,173","39,165","2,353","448,124","445,002","284,314","160,688",199,"155,043","49,596","36,105","5,446","3,122",683,"2,439",98,"2,116",184,225,"714,072","487,095","445,002","284,314","160,688","3,122",683,"2,439","38,971","38,465",506
5/1/2002,"267,440","154,209","39,586",0,"24,362","51,472","12,474","22,038","16,751","113,231","3,219","107,648","31,476",346,"36,745","39,081","2,364","452,870","449,714","287,770","161,944",198,"156,249","49,710","36,899","5,497","3,156",691,"2,465",98,"2,140",200,227,"720,310","492,433","449,714","287,770","161,944","3,156",691,"2,465","39,563","38,998",565
6/1/2002,"270,126","156,015","39,623",0,"25,279","52,303","12,684","21,974","16,836","114,111","3,331","108,405","31,742",363,"37,299","39,001","2,375","457,712","454,527","289,427","165,100",197,"159,358","51,631","37,668","5,545","3,185",694,"2,491",98,"2,165",216,228,"727,838","497,962","454,527","289,427","165,100","3,185",694,"2,491","40,250","39,619",631
7/1/2002,"271,866","156,570","39,257",0,"25,642","53,420","12,975","21,480","16,771","115,296","3,467","109,465","32,236",312,"37,394","39,523","2,364","461,900","458,697","292,561","166,136",200,"160,503","52,780","38,348","5,433","3,203",701,"2,502",100,"2,177",226,225,"733,766","503,014","458,697","292,561","166,136","3,203",701,"2,502","41,114","40,445",669
8/1/2002,"275,107","158,623","39,063",0,"26,387","54,918","13,359","21,391","16,864","116,484","3,603","110,528","32,727",267,"37,488","40,046","2,353","464,199","460,984","295,363","165,621",202,"160,097","52,042","39,027","5,322","3,215",709,"2,506",101,"2,182",235,223,"739,306","506,488","460,984","295,363","165,621","3,215",709,"2,506","42,289","41,559",730
9/1/2002,"278,775","161,100","38,588",0,"27,849","56,317","13,720","21,348","16,998","117,675","3,734","111,598","33,255",210,"37,582","40,551","2,343","465,645","462,415","295,192","167,223",204,"161,805","53,369","39,685","5,214","3,230",718,"2,512",102,"2,190",243,220,"744,420","509,026","462,415","295,192","167,223","3,230",718,"2,512","43,381","42,596",785
10/1/2002,"280,093","161,641","38,607",0,"27,736","57,457","14,060","20,936","16,905","118,452","3,892","112,206","33,533",218,"37,617","40,838","2,354","469,887","466,647","296,383","170,264",206,"164,815","55,596","40,752","5,243","3,240",714,"2,526",103,"2,202",253,221,"749,980","514,129","466,647","296,383","170,264","3,240",714,"2,526","44,242","43,397",845
11/1/2002,"281,373","162,263","38,645",0,"28,153","58,300","14,328","20,345","16,820","119,110","4,044","112,700","33,707",229,"37,649","41,115","2,366","472,194","468,938","297,461","171,477",208,"165,997","56,062","41,786","5,272","3,256",712,"2,544",104,"2,219",265,221,"753,567","517,054","468,938","297,461","171,477","3,256",712,"2,544","44,860","43,972",888
12/1/2002,"284,122","164,308","38,447",0,"29,557","59,297","14,636","20,127","16,880","119,814","4,202","113,235","33,911",238,"37,684","41,402","2,377","473,974","470,712","296,888","173,824",210,"168,313","57,826","42,853","5,301","3,262",698,"2,564",105,"2,237",277,222,"758,096","519,574","470,712","296,888","173,824","3,262",698,"2,564","45,600","44,661",939
1/1/2003,"282,467","164,356","38,179",0,"29,745","59,926","14,740","19,864","16,642","118,111","4,122","111,568","33,719",238,"36,915","40,696","2,421","476,310","473,026","298,241","174,785",212,"169,236","58,945","43,126","5,337","3,284",697,"2,587",106,"2,262",280,219,"758,777","522,412","473,026","298,241","174,785","3,284",697,"2,587","46,102","45,186",916
2/1/2003,"282,836","165,692","38,152",0,"30,069","61,034","14,961","19,906","16,531","117,144","4,049","110,634","34,142",233,"36,202","40,057","2,461","477,694","474,394","300,680","173,714",214,"168,130","57,634","43,373","5,370","3,300",707,"2,593",107,"2,271",277,215,"760,530","524,688","474,394","300,680","173,714","3,300",707,"2,593","46,994","46,073",921
3/1/2003,"284,165","168,493","38,683",0,"30,601","62,745","15,327","19,905","16,559","115,672","3,969","109,198","34,176",225,"35,446","39,351","2,505","478,690","475,370","301,229","174,141",216,"168,519","57,929","43,646","5,406","3,320",715,"2,605",108,"2,285",274,212,"762,855","527,069","475,370","301,229","174,141","3,320",715,"2,605","48,379","47,418",961
4/1/2003,"287,077","169,919","38,887",0,"31,027","63,488","15,577","19,932","16,585","117,158","4,401","110,249","34,289",248,"36,340","39,372","2,508","480,811","477,469","301,420","176,049",223,"170,418","59,273","44,602","5,408","3,342",717,"2,625",112,"2,301",286,212,"767,888","529,669","477,469","301,420","176,049","3,342",717,"2,625","48,858","47,911",947
