Date,Non-mortgage loans,Chartered banks 1,Personal loans 1 2,Of which: Auto loans 1 2,Credit cards 1 2,Lines of credit 1 2 4,"Lines of credit, of which: excluding home equity lines of credit 1 2",Other personal loans 1 2,Unincorporated business 1 2,Non-banks 1,Government 1 5,Non-bank financial corporations 1 5,Credit unions and caisse populaires 1 5,Trust companies and mortgage loan companies 1 5,Financial vehicle corporations engaged in securitization 1 6,Other financial corporations n.e.i. 1 7,Other lenders n.e.i. 1 8,Mortgage loans,Residential mortgages 9,Chartered banks 9 10,Non-banks 9 10,Government 9 10,Non-bank financial corporations 9 10 11,Of which: financial vehicle corporations engaged in securitization 6 9 10,Of which: off balance-sheet NHA-MBS 9 10 12,Other lenders n.e.i. 8 9 10,Non-residential mortgages 9,Chartered banks 9 13,Non-banks 9 13,Government 9 13,Non-bank financial corporations 9 13,Of which: financial vehicle corporations engaged in securitization 6 9 13,Other lenders n.e.i. 8 9 13,Total credit liabilities of households,Of which: real estate secured lending 14,Residential mortgages 14,Chartered banks 10 14,Non-banks 10 14,Non-residential mortgages 14,Chartered banks 13 14,Non-banks 13 14,Home equity lines of credit 14,Chartered banks 14,Non-banks 14 15
10/1/2017,"735,825","533,208","102,926","81,270","82,689","297,195","71,278","21,153","29,245","202,617","28,665","161,615","70,877",815,"12,372","77,551","12,337","1,429,051","1,420,418","1,054,822","365,596",409,"360,206","20,306","8,021","4,981","8,633","2,723","5,910",416,"5,190",72,304,"2,164,876","1,664,685","1,420,418","1,054,822","365,596","8,633","2,723","5,910","235,634","225,917","9,717"
11/1/2017,"737,808","535,237","102,006","81,479","83,591","297,318","70,654","22,880","29,442","202,571","28,601","161,703","71,381",818,"11,647","77,857","12,267","1,432,379","1,423,662","1,057,990","365,672",415,"360,242","20,063","7,934","5,015","8,717","2,772","5,945",419,"5,222",78,304,"2,170,187","1,668,710","1,423,662","1,057,990","365,672","8,717","2,772","5,945","236,331","226,664","9,667"
12/1/2017,"740,785","538,465","102,270","81,526","84,709","298,787","70,994","22,994","29,705","202,320","28,534","161,590","71,755",816,"10,845","78,174","12,196","1,437,845","1,429,037","1,062,119","366,918",421,"361,448","19,849","7,844","5,049","8,808","2,826","5,982",421,"5,256",84,305,"2,178,630","1,675,337","1,429,037","1,062,119","366,918","8,808","2,826","5,982","237,492","227,793","9,699"
1/1/2018,"739,363","535,558","102,504","81,705","82,604","299,278","71,556","21,392","29,780","203,805","28,630","163,198","71,964",865,"10,935","79,434","11,977","1,440,522","1,431,686","1,062,109","369,577",424,"364,003","19,722","7,714","5,150","8,836","2,836","6,000",423,"5,272",86,305,"2,179,885","1,677,893","1,431,686","1,062,109","369,577","8,836","2,836","6,000","237,371","227,722","9,649"
2/1/2018,"740,259","534,915","102,650","81,385","80,239","300,057","71,855","21,990","29,979","205,344","28,716","164,848","72,349",923,"11,004","80,572","11,780","1,443,395","1,434,526","1,063,681","370,845",430,"365,174","19,565","7,596","5,241","8,869","2,851","6,018",426,"5,287",86,305,"2,183,654","1,681,255","1,434,526","1,063,681","370,845","8,869","2,851","6,018","237,860","228,202","9,658"
3/1/2018,"743,359","536,579","102,554","81,494","79,993","301,715","72,166","22,010","30,307","206,780","28,812","166,407","72,521",967,"11,087","81,832","11,561","1,445,562","1,436,662","1,064,837","371,825",436,"366,047","19,502","7,466","5,342","8,900","2,862","6,038",428,"5,305",86,305,"2,188,921","1,684,798","1,436,662","1,064,837","371,825","8,900","2,862","6,038","239,236","229,549","9,687"
4/1/2018,"746,530","538,635","102,641","82,087","80,372","303,160","72,399","22,012","30,450","207,895","28,733","167,559","73,431",980,"10,935","82,213","11,603","1,448,094","1,439,134","1,066,521","372,613",437,"366,875","18,915","7,417","5,301","8,960","2,894","6,066",428,"5,334",86,304,"2,194,624","1,688,486","1,439,134","1,066,521","372,613","8,960","2,894","6,066","240,392","230,760","9,632"
5/1/2018,"754,316","545,368","103,185","82,812","82,358","305,289","72,798","23,679","30,857","208,948","28,650","168,651","74,293",977,"10,773","82,608","11,647","1,451,386","1,442,378","1,068,578","373,800",436,"368,106","18,457","7,367","5,258","9,008","2,911","6,097",429,"5,365",85,303,"2,205,702","1,693,497","1,442,378","1,068,578","373,800","9,008","2,911","6,097","242,111","232,490","9,621"
6/1/2018,"760,198","550,245","103,819","83,358","83,582","307,973","73,416","23,711","31,160","209,953","28,571","169,693","75,099",989,"10,616","82,989","11,689","1,457,908","1,448,855","1,074,067","374,788",434,"369,137","17,672","7,318","5,217","9,053","2,927","6,126",429,"5,395",85,302,"2,218,106","1,702,076","1,448,855","1,074,067","374,788","9,053","2,927","6,126","244,168","234,558","9,610"
7/1/2018,"764,339","553,218","104,420","83,924","83,541","310,364","73,851","23,421","31,472","211,121","29,197","170,228","75,381",994,"10,878","82,975","11,696","1,464,726","1,455,625","1,077,956","377,669",436,"371,927","17,432","7,227","5,306","9,101","2,944","6,157",430,"5,423",88,304,"2,229,065","1,710,842","1,455,625","1,077,956","377,669","9,101","2,944","6,157","246,116","236,513","9,603"
8/1/2018,"767,904","555,510","105,077","84,729","83,751","311,449","73,325","23,487","31,746","212,394","29,823","170,867","75,771",994,"11,142","82,960","11,704","1,469,646","1,460,523","1,081,047","379,476",437,"373,644","17,312","7,136","5,395","9,123","2,939","6,184",430,"5,448",93,306,"2,237,550","1,717,343","1,460,523","1,081,047","379,476","9,123","2,939","6,184","247,697","238,124","9,573"
9/1/2018,"772,493","558,899","105,645","85,189","84,523","313,385","73,848","23,261","32,085","213,594","30,429","171,454","76,103","1,004","11,401","82,946","11,711","1,473,319","1,464,160","1,083,753","380,407",438,"374,488","17,183","7,048","5,481","9,159","2,946","6,213",430,"5,475",98,308,"2,245,812","1,722,458","1,464,160","1,083,753","380,407","9,159","2,946","6,213","249,139","239,536","9,603"
10/1/2018,"773,909","560,034","105,932","85,605","84,200","314,262","73,596","23,218","32,422","213,875","30,386","171,777","76,192","1,024","11,303","83,258","11,712","1,476,858","1,467,667","1,086,584","381,083",440,"375,102","16,895","6,966","5,541","9,191","2,929","6,262",431,"5,522",100,309,"2,250,767","1,727,095","1,467,667","1,086,584","381,083","9,191","2,929","6,262","250,237","240,666","9,571"
11/1/2018,"777,491","562,451","105,995","85,617","84,915","315,700","74,502","23,006","32,835","215,040","30,343","172,985","77,185","1,032","11,208","83,560","11,712","1,480,315","1,470,995","1,089,829","381,166",442,"375,126","16,658","6,886","5,598","9,320","3,039","6,281",432,"5,538",99,311,"2,257,806","1,731,059","1,470,995","1,089,829","381,166","9,320","3,039","6,281","250,744","241,197","9,547"
12/1/2018,"778,561","563,205","105,654","85,271","86,381","315,718","74,052","22,299","33,153","215,356","30,300","173,343","77,311","1,051","11,109","83,872","11,713","1,483,683","1,474,324","1,093,120","381,204",443,"375,103","16,377","6,804","5,658","9,359","3,023","6,336",434,"5,590",99,312,"2,262,244","1,734,814","1,474,324","1,093,120","381,204","9,359","3,023","6,336","251,131","241,666","9,465"
1/1/2019,"773,930","559,373","105,381","85,437","84,121","314,154","72,879","22,018","33,699","214,557","30,361","172,381","76,904","1,080","11,007","83,390","11,815","1,485,746","1,476,382","1,093,474","382,908",444,"376,782","16,282","6,755","5,682","9,364","3,004","6,360",435,"5,612",100,313,"2,259,676","1,736,316","1,476,382","1,093,474","382,908","9,364","3,004","6,360","250,570","241,275","9,295"
2/1/2019,"773,491","559,535","105,111","84,711","82,741","315,291","74,175","21,913","34,479","213,956","30,416","171,634","76,638","1,126","10,915","82,955","11,906","1,487,341","1,477,905","1,093,897","384,008",446,"377,857","16,229","6,710","5,705","9,436","3,052","6,384",435,"5,636",101,313,"2,260,832","1,737,833","1,477,905","1,093,897","384,008","9,436","3,052","6,384","250,492","241,116","9,376"
3/1/2019,"774,905","561,650","105,375","84,952","82,679","316,411","74,546","21,806","35,379","213,255","30,477","170,770","76,321","1,164","10,812","82,473","12,008","1,491,875","1,482,432","1,096,822","385,610",447,"379,434","16,057","6,661","5,729","9,443","3,028","6,415",435,"5,666",102,314,"2,266,780","1,743,173","1,482,432","1,096,822","385,610","9,443","3,028","6,415","251,298","241,865","9,433"
4/1/2019,"777,838","563,651","105,871","85,660","83,862","316,714","74,350","21,836","35,368","214,187","30,358","171,636","76,863","1,194","10,994","82,585","12,193","1,495,437","1,486,114","1,099,625","386,489",449,"380,444","16,093","6,545","5,596","9,323","2,974","6,349",438,"5,602",104,309,"2,273,275","1,747,177","1,486,114","1,099,625","386,489","9,323","2,974","6,349","251,740","242,364","9,376"
5/1/2019,"784,424","569,419","106,725","86,345","85,675","318,582","74,788","21,891","36,546","215,005","30,236","172,385","77,297","1,206","11,180","82,702","12,384","1,501,915","1,492,778","1,106,391","386,387",451,"380,476","16,047","6,426","5,460","9,137","2,860","6,277",440,"5,533",107,304,"2,286,339","1,755,045","1,492,778","1,106,391","386,387","9,137","2,860","6,277","253,130","243,793","9,337"
6/1/2019,"789,612","573,783","107,728","87,146","86,774","320,151","75,097","21,964","37,166","215,829","30,117","173,143","77,714","1,255","11,360","82,814","12,569","1,510,202","1,501,104","1,112,953","388,151",454,"382,370","15,963","6,310","5,327","9,098","2,883","6,215",442,"5,474",111,299,"2,299,814","1,764,531","1,501,104","1,112,953","388,151","9,098","2,883","6,215","254,329","245,055","9,274"
7/1/2019,"792,453","575,947","108,500","88,074","86,845","321,270","75,230","22,060","37,272","216,506","30,705","173,078","77,983","1,259","11,207","82,629","12,723","1,517,808","1,508,725","1,120,016","388,709",457,"382,934","15,963","6,407","5,318","9,083","2,877","6,206",443,"5,465",112,298,"2,310,261","1,773,063","1,508,725","1,120,016","388,709","9,083","2,877","6,206","255,255","246,039","9,216"
8/1/2019,"795,371","578,145","109,605","89,039","86,988","322,130","75,701","22,043","37,379","217,226","31,293","173,055","78,331","1,226","11,053","82,445","12,878","1,525,945","1,516,868","1,127,676","389,192",461,"383,423","15,882","6,504","5,308","9,077","2,890","6,187",443,"5,447",110,297,"2,321,316","1,781,577","1,516,868","1,127,676","389,192","9,077","2,890","6,187","255,632","246,429","9,203"
9/1/2019,"798,114","580,203","110,443","89,718","87,513","322,901","76,158","21,869","37,477","217,911","31,862","173,022","78,636","1,215","10,905","82,266","13,027","1,532,237","1,523,171","1,133,405","389,766",464,"384,003","16,003","6,598","5,299","9,066","2,890","6,176",444,"5,436",108,296,"2,330,351","1,788,166","1,523,171","1,133,405","389,766","9,066","2,890","6,176","255,929","246,743","9,186"
10/1/2019,"798,933","580,276","110,963","90,247","86,960","322,860","75,896","21,697","37,796","218,657","31,915","173,588","78,814","1,219","11,125","82,430","13,154","1,539,360","1,530,139","1,139,186","390,953",467,"385,179","15,771","6,231","5,307","9,221","2,943","6,278",445,"5,536",109,297,"2,338,293","1,795,444","1,530,139","1,139,186","390,953","9,221","2,943","6,278","256,084","246,964","9,120"
11/1/2019,"799,933","580,576","111,174","90,419","87,277","322,466","75,571","21,529","38,130","219,357","31,965","174,115","78,956","1,232","11,339","82,588","13,277","1,543,236","1,533,850","1,143,235","390,615",470,"384,829","15,398","5,877","5,316","9,386","3,013","6,373",445,"5,629",109,299,"2,343,169","1,799,147","1,533,850","1,143,235","390,615","9,386","3,013","6,373","255,911","246,895","9,016"
12/1/2019,"802,908","582,735","111,161","90,175","89,601","322,003","75,246","21,382","38,588","220,173","32,018","174,751","79,201","1,239","11,559","82,752","13,404","1,549,938","1,540,371","1,149,137","391,234",473,"385,437","15,022","5,510","5,324","9,567","3,083","6,484",445,"5,739",110,300,"2,352,846","1,805,622","1,540,371","1,149,137","391,234","9,567","3,083","6,484","255,684","246,757","8,927"
1/1/2020,"798,030","580,760","110,782","87,911","88,737","316,086","70,145","24,969","40,186","217,270","31,932","172,636","78,702","1,078","11,533","81,323","12,702","1,555,840","1,545,806","1,152,734","393,072",454,"387,040","15,153","5,645","5,578","10,034","3,059","6,975",471,"5,655",107,849,"2,353,870","1,810,609","1,545,806","1,152,734","393,072","10,034","3,059","6,975","254,769","245,941","8,828"
2/1/2020,"799,543","584,097","111,563","88,072","88,743","317,122","70,559","25,386","41,283","215,446","31,851","171,550","79,230",944,"11,389","79,987","12,045","1,561,837","1,551,999","1,157,347","394,652",456,"388,381","15,346","5,789","5,815","9,838","2,946","6,892",454,"5,586",105,852,"2,361,380","1,817,214","1,551,999","1,157,347","394,652","9,838","2,946","6,892","255,377","246,563","8,814"
3/1/2020,"792,264","579,068","110,833","87,789","83,623","320,109","71,319","23,547","40,956","213,196","31,765","170,088","79,503",819,"11,208","78,558","11,343","1,568,297","1,558,528","1,163,646","394,882",458,"388,355","15,682","6,006","6,069","9,769","2,942","6,827",453,"5,519",103,855,"2,360,561","1,825,905","1,558,528","1,163,646","394,882","9,769","2,942","6,827","257,608","248,790","8,818"
4/1/2020,"779,073","567,840","109,636","86,751","77,336","316,748","68,746","23,979","40,141","211,233","31,920","168,223","77,681",808,"11,148","78,586","11,090","1,577,373","1,567,658","1,172,002","395,656",459,"389,080","15,307","5,699","6,117","9,715","2,906","6,809",446,"5,508",102,855,"2,356,446","1,833,953","1,567,658","1,172,002","395,656","9,715","2,906","6,809","256,580","248,002","8,578"
5/1/2020,"775,086","564,703","109,064","86,687","77,764","313,895","66,821","24,081","39,899","210,383","32,080","167,474","76,979",808,"11,072","78,615","10,829","1,584,223","1,574,508","1,177,893","396,615",460,"389,989","14,839","5,361","6,166","9,715","2,923","6,792",448,"5,489",100,855,"2,359,309","1,839,743","1,574,508","1,177,893","396,615","9,715","2,923","6,792","255,520","247,074","8,446"
6/1/2020,"777,643","567,591","110,046","87,589","79,376","313,300","66,069","24,786","40,083","210,052","32,235","167,241","76,764",836,"10,998","78,643","10,576","1,593,406","1,583,699","1,185,447","398,252",461,"391,577","14,489","5,079","6,214","9,707","2,932","6,775",448,"5,472",98,855,"2,371,049","1,849,011","1,583,699","1,185,447","398,252","9,707","2,932","6,775","255,605","247,231","8,374"
7/1/2020,"779,079","569,065","111,522","88,864","79,001","313,295","65,732","25,006","40,241","210,014","32,701","166,741","76,358",781,"10,770","78,832","10,572","1,603,046","1,593,318","1,193,799","399,519",461,"392,816","14,632","4,937","6,242","9,728","2,994","6,734",462,"5,418",96,854,"2,382,125","1,858,911","1,593,318","1,193,799","399,519","9,728","2,994","6,734","255,865","247,563","8,302"
8/1/2020,"784,690","573,412","112,372","89,687","80,244","314,512","65,886","25,683","40,601","211,278","33,167","167,542","77,230",749,"10,542","79,021","10,569","1,614,311","1,604,738","1,204,663","400,075",463,"393,342","14,775","4,792","6,270","9,573","2,912","6,661",453,"5,355",94,853,"2,399,001","1,871,237","1,604,738","1,204,663","400,075","9,573","2,912","6,661","256,926","248,626","8,300"
9/1/2020,"787,926","575,994","112,940","90,504","79,342","316,585","66,099","26,289","40,838","211,932","33,618","167,749","77,533",690,"10,322","79,204","10,565","1,626,185","1,616,726","1,216,000","400,726",464,"393,965","14,913","4,647","6,297","9,459","2,862","6,597",450,"5,295",92,852,"2,414,111","1,884,988","1,616,726","1,216,000","400,726","9,459","2,862","6,597","258,803","250,486","8,317"
10/1/2020,"788,559","576,773","113,282","90,810","78,491","317,098","65,772","27,148","40,754","211,786","33,603","167,773","77,291",781,"10,667","79,034","10,410","1,639,094","1,629,624","1,228,470","401,154",465,"394,427","14,788","4,552","6,262","9,470","2,867","6,603",451,"5,301",88,851,"2,427,653","1,898,667","1,629,624","1,228,470","401,154","9,470","2,867","6,603","259,573","251,326","8,247"
11/1/2020,"791,502","579,682","113,582","90,945","80,774","317,227","65,291","27,278","40,821","211,820","33,588","167,972","77,228",874,"11,001","78,869","10,260","1,650,117","1,640,666","1,239,605","401,061",466,"394,368","14,667","4,461","6,227","9,451","2,850","6,601",450,"5,302",85,849,"2,441,619","1,910,211","1,640,666","1,239,605","401,061","9,451","2,850","6,601","260,094","251,936","8,158"
12/1/2020,"787,490","575,885","113,070","90,763","78,388","316,396","64,700","27,615","40,416","211,605","33,572","167,928","77,241",643,"11,346","78,698","10,105","1,658,522","1,649,065","1,248,605","400,460",466,"393,802","14,542","4,367","6,192","9,457","2,860","6,597",452,"5,297",81,848,"2,446,012","1,918,246","1,649,065","1,248,605","400,460","9,457","2,860","6,597","259,724","251,696","8,028"
1/1/2021,"780,670","571,698","115,030","90,156","73,786","314,247","63,967","28,575","40,060","208,972","33,575","165,259","76,581",766,"10,979","76,933","10,138","1,663,992","1,654,430","1,254,574","399,856",467,"393,196","14,889","6,988","6,193","9,562","2,897","6,665",452,"5,364",81,849,"2,444,662","1,922,196","1,654,430","1,254,574","399,856","9,562","2,897","6,665","258,204","250,280","7,924"
2/1/2021,"779,984","572,927","115,131","89,902","73,374","315,111","64,037","29,226","40,085","207,057","33,577","163,312","76,650",676,"10,648","75,338","10,168","1,668,635","1,658,964","1,258,159","400,805",467,"394,145","15,203","7,464","6,193","9,671","2,945","6,726",453,"5,423",82,850,"2,448,619","1,927,634","1,658,964","1,258,159","400,805","9,671","2,945","6,726","258,999","251,074","7,925"
3/1/2021,"779,926","575,120","114,723","90,276","74,232","316,070","63,745","29,918","40,177","204,806","33,580","161,025","76,585",586,"10,281","73,573","10,201","1,680,860","1,671,081","1,268,371","402,710",469,"396,047","15,550","8,007","6,194","9,779","2,984","6,795",453,"5,491",82,851,"2,460,786","1,941,072","1,671,081","1,268,371","402,710","9,779","2,984","6,795","260,212","252,325","7,887"
4/1/2021,"783,466","578,333","115,259","90,681","74,249","317,743","63,350","30,390","40,692","205,133","33,550","161,357","77,064",581,"10,119","73,593","10,226","1,698,716","1,688,902","1,283,277","405,625",469,"398,769","15,265","7,374","6,387","9,814","2,996","6,818",452,"5,511",82,855,"2,482,182","1,960,976","1,688,902","1,283,277","405,625","9,814","2,996","6,818","262,260","254,393","7,867"
5/1/2021,"787,770","581,681","115,462","90,911","75,221","318,851","62,921","30,930","41,217","206,089","33,519","162,318","78,174",577,"9,953","73,614","10,252","1,715,880","1,706,049","1,297,499","408,550",468,"401,496","14,969","6,737","6,586","9,831","2,998","6,833",450,"5,524",81,859,"2,503,650","1,979,730","1,706,049","1,297,499","408,550","9,831","2,998","6,833","263,850","255,930","7,920"
6/1/2021,"792,582","586,632","116,026","91,542","76,422","320,569","62,921","31,755","41,860","205,950","33,489","162,184","78,166",593,"9,791","73,634","10,277","1,740,141","1,730,211","1,316,993","413,218",469,"405,970","14,684","6,140","6,779","9,930","3,048","6,882",455,"5,564",81,863,"2,532,723","2,005,633","1,730,211","1,316,993","413,218","9,930","3,048","6,882","265,492","257,648","7,844"
7/1/2021,"793,265","587,778","116,245","91,917","77,223","321,720","62,908","30,647","41,943","205,487","33,880","161,337","77,356",597,"9,759","73,625","10,270","1,755,516","1,745,650","1,331,064","414,586",474,"407,276","14,557","6,026","6,836","9,866","2,979","6,887",445,"5,576",80,866,"2,548,781","2,022,115","1,745,650","1,331,064","414,586","9,866","2,979","6,887","266,599","258,812","7,787"
8/1/2021,"798,152","591,617","116,837","92,298","78,335","323,665","63,073","30,564","42,216","206,535","34,470","161,803","77,866",595,"9,726","73,616","10,262","1,770,512","1,760,664","1,344,247","416,417",479,"409,046","14,431","5,913","6,892","9,848","2,949","6,899",440,"5,590",80,869,"2,568,664","2,038,954","1,760,664","1,344,247","416,417","9,848","2,949","6,899","268,442","260,592","7,850"
9/1/2021,"802,793","595,916","117,381","92,252","79,324","325,793","63,514","30,895","42,523","206,877","34,961","161,661","77,779",580,"9,695","73,607","10,255","1,782,084","1,772,201","1,354,213","417,988",482,"410,559","14,172","6,012","6,947","9,883","2,953","6,930",441,"5,617",86,872,"2,584,877","2,052,272","1,772,201","1,354,213","417,988","9,883","2,953","6,930","270,188","262,279","7,909"
